<<<<<<< HEAD
Pigeon,Prix sur demande,"Joal Fadiouth, Sénégal",https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg,poules-lapins-et-pigeons
Poulet de chair,2 500 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3165580_uploaded_image1_1623362561.jpg,poules-lapins-et-pigeons
Pintade,10 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3165007_uploaded_image1_1623340371.jpg,poules-lapins-et-pigeons
Poule Baraman,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3164881_uploaded_image1_1623336573.jpg,poules-lapins-et-pigeons
Lapereaux,15 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3155590_uploaded_image1_1622927017.jpg,poules-lapins-et-pigeons
Lapereaux,15 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3155585_uploaded_image1_1622926869.jpg,poules-lapins-et-pigeons
Poulet local,3 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3154953_uploaded_image2_1622902343.jpeg,poules-lapins-et-pigeons
Poulets,Prix sur demande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3152493_uploaded_image1_1622801692.jpg,poules-lapins-et-pigeons
Perroquet,40 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3150902_uploaded_image1_1622730048.jpg,poules-lapins-et-pigeons
Dinde,15 000 CFA,"Touba, Sénégal",https://images.coinafrique.com/thumb_3148596_uploaded_image1_1622649167.jpg,poules-lapins-et-pigeons
Pigeon,500 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3142583_uploaded_image2_1622471438.jpeg,poules-lapins-et-pigeons
Pigeons voyageurs,12 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_3140949_uploaded_image1_1622373951.jpg,poules-lapins-et-pigeons
Lapin,Prix sur demande,"Bargny, Sénégal",https://images.coinafrique.com/thumb_3136627_uploaded_image1_1622124684.jpg,poules-lapins-et-pigeons
Pigeon Mondain,180 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3131153_uploaded_image1_1621866089.jpg,poules-lapins-et-pigeons
Cailles jumbos,1 500 CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3131078_uploaded_image1_1621863390.jpg,poules-lapins-et-pigeons
Lapin Angora,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3130806_uploaded_image1_1621853971.jpg,poules-lapins-et-pigeons
Poulets Brahman,40 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3128887_uploaded_image1_1621714606.jpg,poules-lapins-et-pigeons
Poussins Brahma,5 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3126603_uploaded_image1_1621600775.jpg,poules-lapins-et-pigeons
Colvert,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3125526_uploaded_image1_1621532802.jpg,poules-lapins-et-pigeons
Poulet,3 500 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3123441_uploaded_image1_1621440889.jpg,poules-lapins-et-pigeons
Lapins,22 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3121121_uploaded_image1_1621343038.jpg,poules-lapins-et-pigeons
Pigeon,80 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3118080_uploaded_image1_1621187860.jpg,poules-lapins-et-pigeons
Lapereaux,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3115873_uploaded_image1_1621043291.jpg,poules-lapins-et-pigeons
Pigeon Lahore - noir,25 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3104310_uploaded_image1_1620450328.jpg,poules-lapins-et-pigeons
Pigeon Lahore rouge,25 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3104308_uploaded_image1_1620450063.jpg,poules-lapins-et-pigeons
Pigeon cauchois,70 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3101934_uploaded_image1_1620336090.jpg,poules-lapins-et-pigeons
Pigeon voyageur Mento,20 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3101648_uploaded_image1_1620324800.jpg,poules-lapins-et-pigeons
Poulet de chair,3 500 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_3101043_uploaded_image1_1620309572.jpg,poules-lapins-et-pigeons
Pigeon kochoi,70 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3099946_uploaded_image1_1620258649.jpg,poules-lapins-et-pigeons
Perruches  arc-en-ciel,40 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3094776_uploaded_image1_1620059311.jpg,poules-lapins-et-pigeons
Pigeon Lahore,20 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3090984_uploaded_image1_1619904750.jpg,poules-lapins-et-pigeons
Lapin couple fauve adultes,80 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3089288_uploaded_image1_1619848402.jpg,poules-lapins-et-pigeons
Pigeons,80 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3087144_uploaded_image1_1619723224.jpg,poules-lapins-et-pigeons
Couples Pigeons Boulant Panarami reproducteurs,130 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3083820_uploaded_image1_1619564909.jpg,poules-lapins-et-pigeons
Poulet de chair,2 500 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3082778_uploaded_image1_1619528177.jpg,poules-lapins-et-pigeons
Pigeon Lahor,30 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3076680_uploaded_image1_1619200906.jpg,poules-lapins-et-pigeons
Pigeon,100 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3076669_uploaded_image1_1619200506.jpg,poules-lapins-et-pigeons
Pigeon,60 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3076664_uploaded_image1_1619200352.jpg,poules-lapins-et-pigeons
Pigeon,40 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3076657_uploaded_image1_1619200129.jpg,poules-lapins-et-pigeons
Lapin Angora,20 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3072438_uploaded_image2_1619019452.jpeg,poules-lapins-et-pigeons
Poules,3 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3065835_uploaded_image1_1618714726.jpg,poules-lapins-et-pigeons
Pigeon Lahor,30 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3063589_uploaded_image1_1618596539.jpg,poules-lapins-et-pigeons
Pigeon Château Rouge,50 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg,poules-lapins-et-pigeons
Pigeon Laor,60 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg,poules-lapins-et-pigeons
Lapin Angora,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3055838_uploaded_image1_1618276360.jpg,poules-lapins-et-pigeons
Lapereaux,20 000 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3052171_uploaded_image1_1618086163.jpg,poules-lapins-et-pigeons
Pigeon,150 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3049719_uploaded_image1_1617978714.jpg,poules-lapins-et-pigeons
Lapins Angora métissés,15 000 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3035970_uploaded_image1_1617382564.jpg,poules-lapins-et-pigeons
Pigeon,25 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3033406_uploaded_image1_1617293184.jpg,poules-lapins-et-pigeons
Cochin blanche,65 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3025104_uploaded_image1_1616923906.jpg,poules-lapins-et-pigeons
Coq Cochin blanc,70 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3024487_uploaded_image1_1616866962.jpg,poules-lapins-et-pigeons
Poulets de chair,Prix sur demande,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3020864_uploaded_image1_1616685325.jpg,poules-lapins-et-pigeons
Poulets,Prix sur demande,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3020754_uploaded_image1_1616682583.jpg,poules-lapins-et-pigeons
Poulet de chair,3 000 CFA,"Touba, Sénégal",https://images.coinafrique.com/thumb_3020570_uploaded_image1_1616677661.jpg,poules-lapins-et-pigeons
Poulet de chair,3 000 CFA,"Touba, Sénégal",https://images.coinafrique.com/thumb_3017104_uploaded_image1_1616512963.jpg,poules-lapins-et-pigeons
Trio dindes rouge,130 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3012683_uploaded_image1_1616280245.jpg,poules-lapins-et-pigeons
Pigeon voyageur,5 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3011311_uploaded_image2_1616223766.jpeg,poules-lapins-et-pigeons
Poulet,3 000 CFA,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_3010219_uploaded_image1_1616159454.jpg,poules-lapins-et-pigeons
Poules bleus hollandais,6 500 CFA,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_3009280_uploaded_image1_1616101333.jpg,poules-lapins-et-pigeons
Chateau,50 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3005856_uploaded_image1_1615940349.jpg,poules-lapins-et-pigeons
Jeune king,50 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3005849_uploaded_image1_1615939888.jpg,poules-lapins-et-pigeons
Chateau,50 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3005822_uploaded_image1_1615938255.jpg,poules-lapins-et-pigeons
Oison de Toulouse,Prix sur demande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3000848_uploaded_image1_1615686013.jpg,poules-lapins-et-pigeons
Poulet pondeuse,3 500 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3000537_uploaded_image1_1615668903.jpg,poules-lapins-et-pigeons
Poules Brahma,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3000249_uploaded_image1_1615655282.jpg,poules-lapins-et-pigeons
Perruches ondulées,Prix sur demande,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_2996669_uploaded_image1_1615474536.jpg,poules-lapins-et-pigeons
Brahmâ,12 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2984079_uploaded_image1_1614854523.jpg,poules-lapins-et-pigeons
Lapereaux Angora,15 000 CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2981287_uploaded_image1_1614727616.jpg,poules-lapins-et-pigeons
Lapin Nain,30 000 CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_2979256_uploaded_image1_1614674197.jpg,poules-lapins-et-pigeons
Poulet,2 500 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_2976666_uploaded_image1_1614589003.jpg,poules-lapins-et-pigeons
Poussin  - 1  jour,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2974676_uploaded_image1_1614452359.jpg,poules-lapins-et-pigeons
Lapins,15 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2970567_uploaded_image1_1614250380.jpg,poules-lapins-et-pigeons
Pigeon Cokier,45 000 CFA,"M'bour, Sénégal",https://images.coinafrique.com/thumb_2954851_uploaded_image1_1613494967.jpg,poules-lapins-et-pigeons
Poussin brahman,3 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_2950921_uploaded_image1_1613311102.jpg,poules-lapins-et-pigeons
Poussins fermiers,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2950193_uploaded_image1_1613251191.jpg,poules-lapins-et-pigeons
Poussin brahmâ blanc hermine,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2950013_uploaded_image1_1613239360.jpg,poules-lapins-et-pigeons
Poussin brahmâ hermine,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2949738_uploaded_image1_1613229441.jpg,poules-lapins-et-pigeons
Pigeons,40 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2944254_uploaded_image1_1612982200.jpg,poules-lapins-et-pigeons
Pigeons,30 000 CFA,"Joal Fadiouth, Sénégal",https://images.coinafrique.com/thumb_2942609_uploaded_image1_1612913202.jpg,poules-lapins-et-pigeons
Lapereaux rex tricolore,Prix sur demande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2932849_uploaded_image1_1612486492.jpg,poules-lapins-et-pigeons
Poulets de chair,3 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_2923781_uploaded_image1_1612184473.jpg,poules-lapins-et-pigeons
Pigeon Lahore,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921833_uploaded_image1_1612100438.jpg,poules-lapins-et-pigeons
Pigeon Laor,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921831_uploaded_image1_1612100375.jpg,poules-lapins-et-pigeons
Poulet,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921773_uploaded_image1_1612098138.jpg,poules-lapins-et-pigeons
Paire pigeon Boulons,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921717_uploaded_image1_1612095131.jpg,poules-lapins-et-pigeons
Paire pigeon Coschoi,70 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921695_uploaded_image1_1612094191.jpg,poules-lapins-et-pigeons
Paire pigeon Romain,80 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921690_uploaded_image1_1612093907.jpg,poules-lapins-et-pigeons
Pigeon Karavaty chinoise,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921677_uploaded_image1_1612093526.jpg,poules-lapins-et-pigeons
Poulet Brahmâ blanc,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2917728_uploaded_image1_1611862925.jpg,poules-lapins-et-pigeons
Coq Brahmâ blanc,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2917722_uploaded_image1_1611862785.jpg,poules-lapins-et-pigeons
Poulet Brahma,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2917717_uploaded_image1_1611862617.jpg,poules-lapins-et-pigeons
Poule cochin,40 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_2907921_uploaded_image1_1611416785.jpg,poules-lapins-et-pigeons
Cochin caillouté,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2899128_uploaded_image1_1611044213.jpg,poules-lapins-et-pigeons
Dindes et poulets de chair,Prix sur demande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2886105_uploaded_image1_1610468092.jpg,poules-lapins-et-pigeons
Poulets,2 500 CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2880530_uploaded_image1_1610226236.jpg,poules-lapins-et-pigeons
Pigeons,Prix sur demande,"Bargny, Sénégal",https://images.coinafrique.com/thumb_2853881_uploaded_image1_1609011772.jpg,poules-lapins-et-pigeons
Coq Cochin blanc,35 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_2850705_uploaded_image1_1608816820.jpg,poules-lapins-et-pigeons
Œufs à couver,115 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_2849328_uploaded_image1_1608745484.jpg,poules-lapins-et-pigeons
Pigeon Mondain,Prix sur demande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_2838626_uploaded_image1_1608276056.jpg,poules-lapins-et-pigeons
Male cochin caïllouté,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2824883_uploaded_image1_1607700865.jpg,poules-lapins-et-pigeons
Pigeons texans,75 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2813598_uploaded_image1_1607288329.jpg,poules-lapins-et-pigeons
Lapin nains,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2787066_uploaded_image1_1606316714.jpg,poules-lapins-et-pigeons
Cailles + œufs de caille,6 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2777887_uploaded_image1_1605969642.jpg,poules-lapins-et-pigeons
Poulets de chair,3 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2771365_uploaded_image1_1605717090.jpg,poules-lapins-et-pigeons
Pigeon,20 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2753197_uploaded_image1_1605050172.jpg,poules-lapins-et-pigeons
Pigeon boulant pomeranie,60 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2753142_uploaded_image1_1605047412.jpg,poules-lapins-et-pigeons
Métisses boulan - mondain,25 000 CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_2747317_uploaded_image1_1604842927.jpg,poules-lapins-et-pigeons
Brahmane,35 000 CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_2747312_uploaded_image1_1604842724.jpg,poules-lapins-et-pigeons
Dindes,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2743094_uploaded_image1_1604668932.jpg,poules-lapins-et-pigeons
Voyageurs à manteaux,30 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2742963_uploaded_image1_1604666266.jpg,poules-lapins-et-pigeons
Pigeon mondain - pigeons texans,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2742216_uploaded_image1_1604649341.jpg,poules-lapins-et-pigeons
Mondains blancs,200 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2739851_uploaded_image1_1604571811.jpg,poules-lapins-et-pigeons
Lapin géant Flandre,Prix sur demande,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_2735556_uploaded_image1_1604425922.jpg,poules-lapins-et-pigeons
Pigeons frisés milanais,75 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2728978_uploaded_image1_1604187368.jpg,poules-lapins-et-pigeons
Lapin / Géant de Flandre,40 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_2723627_uploaded_image1_1603897714.jpg,poules-lapins-et-pigeons
Poule Baraman,Prix sur demande,"Bargny, Sénégal",https://images.coinafrique.com/thumb_2712048_uploaded_image1_1603379295.jpg,poules-lapins-et-pigeons
Cochin caïllouté,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2711749_uploaded_image1_1603372819.jpg,poules-lapins-et-pigeons
Cochin blanc,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2711734_uploaded_image1_1603372455.jpg,poules-lapins-et-pigeons
Pigeon,Prix sur demande,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2697330_uploaded_image1_1602779150.jpg,poules-lapins-et-pigeons
Couple texan,35 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2695680_uploaded_image1_1602716686.jpg,poules-lapins-et-pigeons
Pigeon,25 000 CFA,"Gibraltar, Dakar, Sénégal",https://images.coinafrique.com/thumb_2689453_uploaded_image1_1602511661.jpg,poules-lapins-et-pigeons
Poulet Cochin blanc,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2687766_uploaded_image1_1602445033.jpg,poules-lapins-et-pigeons
Pigeons mâles king,55 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2687762_uploaded_image1_1602444932.jpg,poules-lapins-et-pigeons
5 femelle - 1 mâle cochin,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2685913_uploaded_image1_1602360787.jpg,poules-lapins-et-pigeons
Poulets,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2685886_uploaded_image1_1602359909.jpg,poules-lapins-et-pigeons
Lapin métisse,10 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2683357_uploaded_image1_1602258164.jpg,poules-lapins-et-pigeons
Brahmanes de pure race - peruches ondulés,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2678983_uploaded_image1_1602106099.jpg,poules-lapins-et-pigeons
